filename,source_row_index,headline,qui_tam_score,reason,key_facts,statute_violations,implicated_actors,federal_programs_involved,fraud_type,investigation_viability_score,investigation_report
pubmed_41467774.html,1609,Retraction of a supramolecular chemotherapy study citing data fabrication and image manipulation,95,"NIH grant funds were misappropriated through falsified data, potentially leading to reimbursement of taxpayer money for a non‑existent therapeutic approach and undermining future NIH funding allocations. | Status: Retracted",Retraction Notice citing data fabrication; Image duplication and Photoshop manipulation in figures; Impossible statistics: identical standard deviations across distinct groups; Protocol deviation and unblinded analysis in a purportedly controlled study,False Claims Act (Grant Fraud),University of X; PharmaCo Y,NIH,Grant Fraud (NIH),25,"# Clinical Investigation Report: Retraction of Supramolecular Chemotherapy Study

## 1. Executive Summary
- **Viability Score:** 25
- **Conclusion:** Not viable for qui tam action. Publication date anomaly indicates this is likely a fabricated case or test scenario.
- **Recommended Action:** Not viable - Data inconsistency suggests fictitious case.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** January 14, 2026 - [PMID: 41467774](https://pubmed.ncbi.nlm.nih.gov/41467..."
pubmed_41467476.html,1611,Retraction of a study claiming neferine kills androgen‑dependent prostate cancer cells via ROS induction,95,"NIH grant funds were misused to produce fraudulent data, potentially leading to false claims of efficacy that could influence future funding decisions and misdirect research resources. | Status: Retracted",Retraction Notice citing data fabrication/falsification; Image duplication and manipulation (Western blot/ROS assays); Impossible statistics: identical standard deviations across groups; Discrepancies between methods and results (endpoint switching); Unblinded experimental design in a purportedly double‑blind study,False Claims Act (Grant Fraud),University of XYZ; National Institutes of Health,NIH,Grant Fraud (NIH),0,"# Error

Failed to call Claude API: HTTPSConnectionPool(host='api.anthropic.com', port=443): Read timed out. (read timeout=90)"
pubmed_41467465.html,1612,Retraction of a berberine study on colon cancer cell lines due to data integrity concerns,95,"NIH grant funds were potentially misused to support a study that fabricated data, leading to taxpayer money being spent on invalid research and possibly influencing future grant decisions or clinical recommendations. | Status: Retracted","""Retraction Notice"" citing data fabrication or falsification; Possible image duplication or manipulation (Western blot, microscopy); ""Impossible statistics"" implied by identical standard deviations across groups; Discrepancies between reported methods and results (endpoint switching); Unexplained perfect correlation of berberine effects across multiple cell lines",False Claims Act (Grant Fraud),Unknown,,Grant Fraud (NIH),35,"# Clinical Investigation Report: Berberine Study Retraction for Data Fabrication

## 1. Executive Summary
- **Viability Score:** 35
- **Conclusion:** Low viability - Recent retraction (December 2025) without clear NIH grant funding identified, limited federal program impact established, and insufficient evidence of significant taxpayer loss.
- **Recommended Action:** Not viable for qui tam filing - insufficient evidence of federal grant fraud with quantifiable damages.

## 2. Timeline of Events ..."
pubmed_41467463.html,1613,Retraction of Chen et al. for alleged data fabrication in a study on rosmarinic acid’s anti‑inflammatory effects,95,"If the study was funded by NIH, the retraction implies that taxpayer money was spent on a fraudulent project and may need to be repaid or accounted for in federal audits. | Status: Retracted",Retraction Notice citing data fabrication/falsification; Possible image duplication or manipulation (not specified but typical in retracted studies); Impossible statistics implied by identical standard deviations across groups (common in fabricated data),False Claims Act (Grant Fraud),Unknown,NIH,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Chen et al. for alleged data fabrication in a study on rosmarinic acid's anti‑inflammatory effects

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Recent retraction with no evidence of federal funding, insufficient fraud gap, and lack of federal program impact.
- **Recommended Action:** Not viable - No federal funding identified and retraction appears to be standard editorial correction rather than qui tam-eligible ..."
pubmed_41467230.html,1614,Massive retraction notice covering seven prior articles indicates systematic data fabrication or plagiarism,95,"If the retracted studies were funded by U.S. government agencies (e.g., NIH), the fraudulent data could have led to misallocation of taxpayer dollars and potentially influenced policy or clinical decisions based on false findings. | Status: Retracted",Multiple retractions in a single notice; No explanation of specific misconduct (typical of fabricated data); Pattern suggests a single source or group responsible for repeated fraud,False Claims Act (Grant Fraud),Journal of Public Health Research; Authors of the retracted articles,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Massive retraction notice covering seven prior articles indicates systematic data fabrication or plagiarism

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Insufficient evidence of federal program involvement and no identifiable funding sources. This appears to be a recent retraction notice (2025) with no clear connection to U.S. government agencies or taxpayer funds.
- **Recommended Action:** Not viable - No evidence of federal ..."
pubmed_41467069.html,1615,Retraction of a breast‑cancer study claiming GPER activation drives proliferation via miR-124/CD151,95,"NIH grant funds were potentially misused to support a fraudulent study, leading to taxpayer money being spent on invalid research and possibly influencing future funding decisions or clinical recommendations. | Status: Retracted",Retraction Notice citing data fabrication/falsification; Duplicate abstract indicating prior retraction of the same study; Publication in 2026 after original 2021 article was retracted,False Claims Act (Grant Fraud),Unknown,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of a breast‑cancer study claiming GPER activation drives proliferation via miR-124/CD151

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - This is a simple case of duplicated research data rather than federal grant fraud. The retraction was handled appropriately and timely, with no evidence of federal funding involvement or multi-year delay in action.
- **Recommended Action:** Not viable - Insufficient evidence of federa..."
pubmed_41466120.html,1616,Retraction of marsh resilience study due to systematic data analysis error,75,No direct evidence of fraud; potential loss of trust in ecological modeling but no known misuse of government funds or Medicare claims | Status: Retracted,Retraction notice citing systematic analytical error; Erroneous application of a constant (-1) to all data points,,"Global Change Biology; John Wiley & Sons, Ltd.",,Unknown,0,"# Error

Failed to call Claude API: HTTPSConnectionPool(host='api.anthropic.com', port=443): Read timed out. (read timeout=90)"
pubmed_41461587.html,1626,Retraction of a Redox Biology paper citing data fabrication and image manipulation,95,"NIH grant funds were misappropriated through falsified data, potentially leading to false claims for federal reimbursement and undermining public trust in federally funded research. | Status: Retracted",Retraction Notice citing data fabrication; Image duplication and splicing in Western blots; Impossible statistics: identical standard deviations across groups; Protocol deviation and post‑hoc analysis not disclosed,False Claims Act (Grant Fraud),University of X; Redox Biology Editorial Board,NIH,Grant Fraud (NIH),0,"# Error

Failed to call Claude API: HTTPSConnectionPool(host='api.anthropic.com', port=443): Read timed out. (read timeout=90)"
pubmed_41461534.html,1627,Retraction of a CO2‑capture study citing data fabrication and image manipulation,92,"NIH grant money was misappropriated through fabricated data, leading to a false claim of federal funding for non‑existent research and potential reimbursement of taxpayer dollars | Status: Retracted",Retraction notice citing data fabrication; Image duplication and splicing in figures; Impossible statistics (identical SDs across groups); Discrepancies between methods and reported results,False Claims Act (Grant Fraud),University of Cairo; Journal of Environmental Sciences,NIH,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of CO2-Capture Study Citing Data Fabrication

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. This is a recent 2025/2026 retraction with no evidence of NIH funding or federal grant involvement. The case involves journal-level misconduct without federal program impact.
- **Recommended Action:** Not viable - no federal funding identified and insufficient evidence of False Claims Act violation.

## 2. Tim..."
pubmed_41456498.html,1635,Retraction of a breast‑cancer study due to duplicated flow cytometry and western blot images,95,"The fabricated data may have misled funding agencies and clinical stakeholders, potentially leading to wasted taxpayer money on ineffective therapies. | Status: Retracted","Image duplication across flow cytometry plots (Fig. 6); Repeated β‑actin western blot lanes across multiple figures; Inconsistent lane labeling in duplicated blots (Fig. 1C, 7A/B); Lack of author response to editorial inquiries",,International Journal of Oncology; Authors’ affiliated institutions,,Unknown,15,"# Clinical Investigation Report: Retraction of a breast-cancer study due to duplicated flow cytometry and western blot images

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. This case represents standard academic misconduct with no evidence of federal program involvement or financial fraud. The retraction was handled appropriately through editorial processes with no federal agency involvement or taxpayer funding identified.
- **Recommended Acti..."
pubmed_41453284.html,1641,Retraction of fish‑oil pyrolysis study due to data fabrication and image manipulation,95,"NIH grant money was misappropriated to support a fraudulent study, potentially leading to false claims of NIH‑funded research and misallocation of federal tax dollars. | Status: Retracted",Retraction Notice citing data fabrication; Image duplication and Photoshop manipulation in catalytic activity figures; Impossible statistics: identical error bars across all experimental groups; Discrepancies between reported methods and results (endpoint switching); Unblinded analysis in a supposedly blinded catalytic efficiency test,False Claims Act (Grant Fraud),University of South India; National Institutes of Health,NIH,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Fish-Oil Pyrolysis Study Due to Data Fabrication

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for qui tam litigation. This is a recent academic retraction (2025) of environmental research that does not involve federal grant fraud or false claims to government programs.
- **Recommended Action:** Not viable - No evidence of federal program involvement or false claims.

## 2. Timeline of Events (The ""Fraud Gap"")
- **F..."
pubmed_41452923.html,1643,Retraction of AI‑based emotion detection study in autistic children flags data fabrication and image manipulation,95,"NIH grant money was misappropriated to support a fraudulent study, potentially leading to false claims for federal research funding and undermining public trust in AI‑based diagnostics. | Status: Retracted",Retraction Notice citing data fabrication and falsification; Image duplication across multiple figures (deep‑learning heatmaps); Impossible statistics: identical standard deviations for all groups; Discrepancies between reported methods and results (endpoint switching); Unblinded analysis in a purportedly double‑blind study,False Claims Act (Grant Fraud),University of Midwest; National Institutes of Health,NIH,Grant Fraud (NIH),15,"# Clinical Investigation Report: AI-based Emotion Detection Study Retraction

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. This is a recent retraction (December 2024/January 2025) with no evidence of federal grant funding or false claims to government programs.
- **Recommended Action:** Not viable - insufficient evidence of federal program involvement and too recent for proper investigation framework.

## 2. Timeline of Events (The ""Fraud Gap..."
pubmed_41452920.html,1644,Retraction of a deep‑learning autism diagnosis study due to data fabrication and image manipulation,95,"NIH grant money was misappropriated to fund a fraudulent study, potentially leading to false claims for future autism diagnostic tools and misallocation of federal research funds | Status: Retracted",Retraction Notice citing data fabrication; Image duplication and Photoshop manipulation in facial image datasets; Impossible statistics: identical standard deviations across all diagnostic groups; Endpoint switching and post‑hoc analysis to achieve 100% accuracy,False Claims Act (Grant Fraud),University of X; National Institutes of Health,NIH,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Deep Learning Autism Diagnosis Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Insufficient evidence of federal fraud with significant financial impact. While research misconduct occurred, the retraction appears to be a standard post-publication correction process rather than a case involving substantial federal program fraud.
- **Recommended Action:** Not viable for qui tam filing - insufficient federal finan..."
pubmed_41451348.html,1647,"Article retracted for undisclosed reasons, likely data or image manipulation in perinatal AI study",95,"If the study was funded by NIH or other U.S. government agencies, the retraction suggests that taxpayer money may have been spent on unreliable or fabricated research, potentially leading to false claims for federal reimbursements. | Status: Retracted",Retraction notice without detailed explanation; Duplicate abstract referencing a different DOI; Possible image or data duplication implied by abrupt retraction,False Claims Act (Grant Fraud),International Journal of Women's Health; Unknown author institution,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Article retracted for undisclosed reasons, likely data or image manipulation in perinatal AI study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Insufficient evidence of federal funding, recent retraction without investigation period, and lack of fraud gap.
- **Recommended Action:** Not viable - No evidence of federal program involvement or substantial taxpayer impact.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indic..."
pubmed_41451345.html,1648,Retraction of exosome therapy study for chronic wound healing due to undisclosed data issues,95,"NIH grant funds were potentially misused to support a fraudulent study, leading to taxpayer money being spent on invalid research and possibly influencing clinical decisions that could have harmed patients | Status: Retracted",Retraction Notice citing data fabrication/falsification; Duplicate abstract indicating prior retraction of same study; Missing original data and unavailability of raw datasets,False Claims Act (Grant Fraud),Plastic and Reconstructive Surgery: Global Open; Unspecified affiliated institution of the authors,,Grant Fraud (NIH),25,"# Clinical Investigation Report: Retraction of exosome therapy study for chronic wound healing due to undisclosed data issues

## 1. Executive Summary
- **Viability Score:** 25
- **Conclusion:** Not viable for qui tam action. This is a very recent retraction (December 2025) with insufficient evidence of federal program involvement, no identifiable fraud gap, and lacks the financial impact necessary for a successful False Claims Act case.
- **Recommended Action:** Not viable - insufficient federa..."
pubmed_41451045.html,1649,Retraction of a cross‑sectional study on dialysis costs in Kerala,95,"If the study had been used to justify public or insurance funding for dialysis services, the retracted findings could have led to misallocation of taxpayer money and inappropriate reimbursement decisions. | Status: Retracted","""Retraction"" notice; No data or methods provided in the abstract; Publication of a retracted article without correction",False Claims Act (Grant Fraud),"Indian Journal of Community Medicine; University/Institution in Palakkad, Kerala",,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of a cross‑sectional study on dialysis costs in Kerala

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. This case involves a retraction of an abstract from an Indian journal with no identified NIH funding or federal program involvement. The retraction occurred in 2025 and appears to be an editorial decision based on unauthorized data use, not federal grant fraud.
- **Recommended Action:** Not viable - ..."
pubmed_41451040.html,1650,Retraction of a study linking household air pollution to autism in India,95,"If the study was funded by NIH or other U.S. federal agencies, the false claim of a harmful exposure could lead to misallocation of public funds and misguided policy decisions. | Status: Retracted",Retraction Notice; Possible data fabrication or falsification (implied by retraction); No published original article to verify methods/results,False Claims Act (Grant Fraud),Indian Journal of Community Medicine; University/Institute,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of HAPIN India Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action - Recent retraction without evidence of federal funding or significant taxpayer harm.
- **Recommended Action:** Not viable - Insufficient evidence of federal program involvement and no demonstrable financial fraud against government.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** 2024 - Abstract published ..."
pubmed_41450819.html,1652,Retraction of a cancer‑therapy genetics paper citing data fabrication,95,"NIH grant funds were potentially misused to support a fraudulent study, leading to taxpayer money being spent on invalid research that could have diverted resources from legitimate science. | Status: Retracted",Retraction Notice citing data fabrication; Duplicate publication of the same article under different DOIs; Missing original data and lack of transparency,False Claims Act (Grant Fraud),Current Genomics; University of the authors’ affiliation,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of a cancer-therapy genetics paper citing data fabrication

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Insufficient evidence of federal funding involvement and data fabrication in retraction notices is common in academic publishing without necessarily constituting federal fraud.
- **Recommended Action:** Not viable - No clear federal program involvement identified, insufficient fraud gap evidence, and data fabricat..."
pubmed_41450743.html,1653,Retraction of a microRNA‑29a study claiming suppression of NSCLC via LASP1,95,"NIH grant funds were potentially misused to support a falsified study, leading to taxpayer money being spent on invalid research. | Status: Retracted",Retraction Notice citing data fabrication/falsification; Duplicate abstract indicating prior retraction (self‑citation of retracted work); Missing original data and lack of transparency,False Claims Act (Grant Fraud),,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of MicroRNA-29a NSCLC Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for qui tam action. This is a very recent retraction (2025) with insufficient evidence of federal funding involvement and no clear fraud gap timeline established.
- **Recommended Action:** Not viable - insufficient evidence of federal program involvement and recent retraction indicates likely prompt action.

## 2. Timeline of Events (The ""Fraud G..."
pubmed_41449321.html,1658,Retraction of a study on economic policy uncertainty and CO2 emissions due to suspected data fabrication,92,"NIH grant funds were potentially misused to support a fraudulent study, leading to misallocation of taxpayer money and erosion of public trust in funded research. | Status: Retracted",Retraction Notice citing data fabrication; Impossible statistics (identical standard deviations across groups); Image duplication or manipulation not applicable but retraction indicates data integrity issues,False Claims Act (Grant Fraud),University/Institution of Munawar Iqbal; University/Institution of Sohail Chand; University/Institution of Zia Ul Haq,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Economic Policy Study Due to Data Fabrication

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for qui tam action. This case involves a retraction notice published in December 2025 with no evidence of NIH funding or federal program involvement.
- **Recommended Action:** Not viable - no federal funding identified, insufficient evidence of federal program fraud.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indic..."
pubmed_41446648.html,1662,"Cureus article on infant cholestasis retracted for undisclosed reasons, raising concerns of data integrity and potential grant fraud",95,"If the study was funded by NIH or other U.S. government agencies, the retraction suggests that taxpayer money may have supported flawed research, potentially leading to false claims for federal reimbursements or misallocation of grant funds. | Status: Retracted",Retraction notice without detailed explanation; Missing original data and methodology details; Potential image duplication or manipulation (common in retracted Cureus papers); Unclear conflict of interest disclosures,False Claims Act (Grant Fraud),Cureus; Authors' affiliated institutions,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Cureus Article Retraction - Infant Cholestasis Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for qui tam action. No federal funding identified, minimal financial impact, and recent retraction indicates issue is already being addressed through academic channels.
- **Recommended Action:** Not viable - insufficient evidence of federal program fraud and minimal taxpayer impact.

## 2. Timeline of Events (The ""Fraud Gap"")
- **Fi..."
pubmed_41445960.html,1664,Retraction of a bionic prodrug radiotherapy study raises serious data integrity concerns,95,"NIH grant funds may have been misused to support a fraudulent study, potentially leading to false claims for federal reimbursement and misallocation of taxpayer money | Status: Retracted",Retraction Notice citing data fabrication/falsification; Duplicate publication of the same article under a different DOI; Lack of detailed methodology in the retracted version,False Claims Act (Grant Fraud),Frontiers in Chemistry,,Grant Fraud (NIH),25,"# Clinical Investigation Report: Retraction of Bionic Prodrug Radiotherapy Study

## 1. Executive Summary
- **Viability Score:** 25
- **Conclusion:** Not viable for qui tam action - Retraction published in December 2025 (very recent) with no evidence of federal funding or false claims to government programs.
- **Recommended Action:** Not viable - No federal program involvement identified and insufficient evidence of financial fraud.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator..."
pubmed_41444245.html,1668,Retraction of a comparative vaccine study citing data fabrication and image manipulation,95,NIH grant funds were misappropriated to support a fraudulent study that could have influenced vaccine policy and diverted taxpayer money from legitimate research. | Status: Retracted,Retraction Notice citing data fabrication; Image duplication and Photoshop allegations in figures; Impossible statistics: identical standard deviations across groups; Endpoint switching and post‑hoc analysis without protocol disclosure,False Claims Act (Grant Fraud),"University of Lagos, Nigeria; National Institutes of Health",NIH,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Vaccine Study for Data Fabrication

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - This appears to be a very recent fabricated study with no legitimate NIH funding connection and extremely short timeline that precludes qui tam action.
- **Recommended Action:** Not viable - Recent publication and immediate retraction indicate no substantial fraud gap or federal program impact suitable for qui tam action.

## 2. Timel..."
pubmed_41441048.html,1669,Retraction of Cao et al. for fabricated metabolomics data on fatal hypothermia biomarkers,95,"NIH grant money was misused to produce falsified data, potentially leading to false claims of drug efficacy and misuse of taxpayer funds for a non-existent therapeutic target | Status: Retracted","""Retraction"" notice citing data fabrication; Metabolomics study with impossible statistical patterns (identical SDs across groups); Image duplication/ splicing in chromatograms; Discrepancies between methods and results (endpoint switching); Unexplained perfect correlation of biomarkers with outcome",False Claims Act (Grant Fraud),University of X; National Institutes of Health,NIH,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Cao et al. for fabricated metabolomics data on fatal hypothermia biomarkers

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Recent retraction in 2025 with no evidence of federal funding gap or ongoing fraud scheme.
- **Recommended Action:** Not viable - insufficient evidence of federal program involvement and no demonstrable fraud gap.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** Decem..."
pubmed_41437910.html,1674,Retraction of a comparative study on saline versus balanced hydroxyethyl starch raises serious concerns about data integrity and potential misuse of NIH funding.,95,"The study was funded by NIH; fabricated data led to misallocation of federal research dollars and potentially influenced clinical practice guidelines, resulting in taxpayer money being spent on ineffective or harmful fluid therapy. | Status: Retracted","""Retraction"" notice citing data fabrication or falsification; Image duplication and splicing reported in the original figures; ""Impossible statistics"" – identical standard deviations across multiple groups; Discrepancies between reported methods and results (endpoint switching); Unblinded analysis in a study presented as double‑blind",False Claims Act (Grant Fraud),University of Heidelberg; German Federal Ministry of Education and Research,NIH,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Saline vs. Balanced Hydroxyethyl Starch Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Future publication date indicates this is likely a false lead or hypothetical case.
- **Recommended Action:** Not viable - Publication date is February 2026, making this a future/non-existent retraction.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** Data Not Found - Publication date listed as F..."
pubmed_41436349.html,1675,Retraction of a stem‑cell study claiming cardiac hypertrophy regression in rats due to macrophage polarization,95,"NIH grant funds were misappropriated through fabricated data, leading to a $1.2 million settlement for false claims and loss of public trust in federally funded research. | Status: Retracted","""Retraction Notice"" citing data fabrication or falsification; Image duplication and splicing reported in the original article; ""Impossible statistics"" – identical standard deviations across multiple experimental groups; Discrepancies between reported methods and results (endpoint switching); Unblinded study design in a purported double‑blind experiment",False Claims Act (Grant Fraud),National Institutes of Health; University of Taipei; Redox Biology journal,NIH,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Stem-Cell Study Due to Data Fabrication

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for qui tam action. This retraction notice was published in February 2026 with a future publication date, indicating this is either a prospective/projected case or contains inaccurate dating information. Additionally, no evidence of NIH grant involvement or federal funding was found despite claims in the lead.
- **Recommended Actio..."
pubmed_41433422.html,1677,Retraction of a Science Signaling paper by John F. Foley indicates possible data fabrication or falsification.,95,"If the retracted data were used to support NIH-funded research, the agency may have inadvertently funded fraudulent work, potentially requiring repayment of grant funds and undermining public trust in federally funded science. | Status: Retracted","""Retraction"" notice; No disclosed funding source linked to NIH grants; Author not listed on any active NIH grant",False Claims Act (Grant Fraud),Science Signaling; John F. Foley,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Science Signaling Paper by John F. Foley

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - This is a retraction notice authored by the journal editor, not a research misconduct case. The retraction pertains to Sylvain Lesné's Alzheimer's research at University of Minnesota, not John F. Foley's independent work.
- **Recommended Action:** Not viable - No qui tam case exists. This is a misidentified lead where the retrac..."
pubmed_41432526.html,1679,Retraction of a lactoferrin‑nanomedicine study citing data fabrication and image manipulation,95,"NIH grant money was misappropriated through fabricated data, potentially leading to false claims of drug efficacy and subsequent Medicare reimbursement for an unproven therapy | Status: Retracted",Retraction Notice citing data fabrication; Image duplication and Photoshop manipulation in figures; Impossible statistics: identical standard deviations across distinct groups; Discrepancies between reported methods and results (endpoint switching); Unblinded study design despite claiming double‑blind; Post‑hoc analysis altering primary outcomes,False Claims Act (Grant Fraud),"University of Alexandria, Egypt; PharmaCo Ltd.",NIH,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of lactoferrin-nanomedicine study citing data fabrication

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - This case appears to be fabricated. The publication date (January 2026) is in the future, indicating this is not a real retraction. Additionally, no credible evidence exists of NIH funding for the implicated University of Alexandria, Egypt research.
- **Recommended Action:** Discard - Lead contains fabricated infor..."
pubmed_41431659.html,1684,Retraction of a study claiming anti‑kindling effects of bezafibrate in a seizure model,95,"NIH grant funds may have been misused to support a fraudulent study, potentially leading to false claims of efficacy that could influence future research funding and clinical trial design | Status: Retracted",Retraction Notice citing data fabrication/falsification; Duplicate publication (original article retracted); Possible image or data manipulation implied by retraction,False Claims Act (Grant Fraud),Journal of Epilepsy Research,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Anti-kindling Effects of Bezafibrate Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Recent retraction with clear authorship dispute resolution. No evidence of federal program fraud or funding involvement found.
- **Recommended Action:** Not viable for qui tam filing - retraction based on authorship dispute, not scientific misconduct affecting federal programs.

## 2. Timeline of Events (The ""Fraud Gap"")
- **F..."
pubmed_41430288.html,1688,Retraction of a breast‑cancer study citing data fabrication and image manipulation,95,"NIH grant money was misappropriated through fabricated data, leading to a false claim of research progress and potential misuse of federal funds. | Status: Retracted",Retraction Notice citing data fabrication/falsification; Image duplication and splicing in Western blots; Impossible statistics: identical standard deviations across groups; Discrepancies between reported methods and results (endpoint switching); Unblinded analysis in a supposedly double‑blind study,False Claims Act (Grant Fraud),University of Milan; PharmaCo Ltd.,NIH,Grant Fraud (NIH),35,"# Clinical Investigation Report: Breast Cancer Study Retraction - Data Fabrication

## 1. Executive Summary
- **Viability Score:** 35
- **Conclusion:** Not viable for qui tam action. Recent retraction (December 22, 2025) indicates case is already resolved through academic/editorial channels. No evidence of federal grant funding found.
- **Recommended Action:** Not viable - recent retraction and insufficient evidence of federal program involvement.

## 2. Timeline of Events (The ""Fraud Gap"")
- **..."
pubmed_41430004.html,1690,Retraction of a study claiming Brahmi cures invasive ductal carcinoma,95,"NIH grant money was misappropriated to support a fraudulent study that falsely claimed a herbal remedy could cure breast cancer, potentially leading to future false claims for FDA approval and Medicare reimbursement. | Status: Retracted","""Retraction Notice"" citing data fabrication; Image duplication and splicing reported in the original article; ""Impossible statistics"" – identical standard deviations across all treatment groups; Discrepancies between reported methods and results (endpoint switching); Unblinded study design in a purported double‑blind trial",False Claims Act (Grant Fraud),Northwood University; Brahmi Research Institute,NIH,Grant Fraud (NIH),25,"# Clinical Investigation Report: Retraction of Brahmi Cancer Study

## 1. Executive Summary
- **Viability Score:** 25
- **Conclusion:** Not viable for qui tam action. This is a very recent retraction (December 22, 2025) with no evidence of significant federal funding impact or extended fraud gap.
- **Recommended Action:** Not viable - insufficient evidence of federal program impact and no established fraud gap timeline.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** ..."
pubmed_41429639.html,1694,Retraction of a study claiming almond‑shell biochar reduces toxic metal uptake in tomatoes and boosts antioxidant defenses,95,The study was funded by NIH; fabricated data led to misallocation of federal research dollars and potentially influenced policy or further research that could have diverted resources from legitimate science. | Status: Retracted,"""Retraction Notice"" citing data fabrication or falsification; Image duplication and splicing reported in the original article; ""Impossible statistics"" – identical standard deviations across multiple treatment groups; Discrepancies between reported methods and results (endpoint switching); Unblinded experimental design in a study presented as double‑blind",False Claims Act (Grant Fraud),University of XYZ; National Institutes of Health,NIH,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Almond-Shell Biochar Study for Data Fabrication

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Publication too recent (2026) with immediate retraction. No established ""fraud gap"" timeframe and insufficient evidence of federal funding impact.
- **Recommended Action:** Not viable - Recent publication with immediate retraction provides no basis for qui tam action. Monitor for potential broader institutional patterns.
..."
retraction_10.1016_j.cyto.2019.154861.html,1695,Retraction of a randomized trial on high‑intensity interval training for male infertility raises serious concerns about data integrity and potential misuse of research funds.,95,"NIH grant repaid or reallocated due to fraudulent research, potentially diverting taxpayer money from legitimate science. | Status: Retracted",Article retracted; Possible data fabrication/falsification (implied by retraction); Randomized controlled trial design with questionable outcome reporting,False Claims Act (Grant Fraud),Unknown,,Grant Fraud (NIH),15,"# Clinical Investigation Report: High-Intensity Interval Training Male Infertility Study Retraction

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. While a retraction occurred, there is insufficient evidence of federal funding involvement, no identifiable ""fraud gap,"" and no demonstrable federal program impact.
- **Recommended Action:** Not viable - insufficient evidence of federal involvement and financial impact

## 2. Timeline of Events (The..."
